age,amount,checking_balance,credit_history,default,dependents,employment_duration,existing_loans_count,gender,housing,job,months_loan_duration,other_credit,percent_of_income,phone,purpose,race,savings_balance,status,years_at_residence,zipcode
48.0,7738.0,< 0 USD,critical,no,3.0,< 1 year,1.0,F,rent,none,69.0,bank,2.0,no,other,SA,< 100 USD,divorced,11.0,00604
84.0,8977.0,1 - 200 USD,excellent,no,2.0,< 1 year,2.0,M,rent,unskilled,41.0,stores,21.0,no,business,CA,>1000 USD,single,16.0,00601
24.0,1988.0,>= 200 USD,excellent,no,2.0,< 1 year,0.0,F,other,management,68.0,bank,6.0,no,business,CA,unknown,divorced,10.0,00604
81.0,8756.0,1 - 200 USD,critical,no,2.0,1 - 3 years,3.0,M,own,skilled,64.0,stores,4.0,yes,furniture,BA,100 - 500 USD,single,7.0,00611
56.0,7318.0,>= 200 USD,excellent,yes,2.0,< 1 year,2.0,F,rent,skilled,15.0,bank,5.0,yes,furniture,SA,100 - 500 USD,divorced,11.0,00631
78.0,6241.0,>= 200 USD,critical,yes,1.0,< 1 year,0.0,M,rent,none,55.0,bank,19.0,yes,other,BA,unknown,divorced,23.0,00605
77.0,635.0,unknown,good,yes,2.0,3 - 5 years,2.0,M,other,none,50.0,bank,12.0,yes,other,SA,< 100 USD,divorced,13.0,00612
79.0,9245.0,1 - 200 USD,bad,yes,1.0,< 1 year,3.0,M,own,unskilled,61.0,stores,21.0,yes,car,AA,100 - 500 USD,married,23.0,00631
85.0,6562.0,1 - 200 USD,critical,no,1.0,< 1 year,2.0,F,other,management,34.0,bank,25.0,yes,car,BA,100 - 500 USD,single,23.0,00605
56.0,53.0,>= 200 USD,excellent,yes,3.0,> 7 years,1.0,M,rent,none,51.0,none,5.0,yes,other,CA,500 - 1000 USD,divorced,8.0,00602
21.0,4165.0,< 0 USD,critical,yes,1.0,1 - 3 years,1.0,F,own,unskilled,64.0,none,21.0,no,other,SA,>1000 USD,divorced,20.0,00631
72.0,9899.0,>= 200 USD,bad,yes,2.0,> 7 years,1.0,F,own,none,69.0,stores,1.0,yes,furniture,AA,100 - 500 USD,married,7.0,00603
76.0,813.0,< 0 USD,bad,no,3.0,1 - 3 years,3.0,F,other,management,47.0,bank,5.0,yes,car,CA,unknown,married,3.0,00705
41.0,4095.0,>= 200 USD,bad,no,2.0,1 - 3 years,1.0,F,own,none,44.0,stores,16.0,yes,education,SA,unknown,married,14.0,00602
74.0,9641.0,unknown,critical,yes,2.0,3 - 5 years,2.0,M,rent,unskilled,73.0,stores,22.0,yes,car,AA,< 100 USD,divorced,4.0,00610
78.0,6579.0,< 0 USD,good,yes,1.0,1 - 3 years,2.0,M,rent,unskilled,30.0,none,22.0,no,business,BA,< 100 USD,divorced,6.0,00602
24.0,6117.0,>= 200 USD,no credit,no,1.0,< 1 year,3.0,F,own,management,33.0,none,17.0,yes,furniture,CA,unknown,divorced,25.0,00604
36.0,131.0,1 - 200 USD,good,no,3.0,unknown,0.0,M,other,skilled,45.0,none,18.0,yes,education,AA,unknown,married,21.0,00705
73.0,8224.0,1 - 200 USD,good,yes,1.0,unknown,3.0,M,own,skilled,61.0,bank,21.0,yes,car,SA,100 - 500 USD,married,16.0,00610
52.0,8744.0,< 0 USD,good,no,3.0,> 7 years,2.0,M,own,skilled,27.0,stores,23.0,yes,furniture,SA,500 - 1000 USD,divorced,17.0,00612
72.0,5424.0,1 - 200 USD,good,yes,1.0,1 - 3 years,1.0,M,rent,none,10.0,stores,10.0,yes,furniture,SA,100 - 500 USD,married,6.0,00705
38.0,4418.0,unknown,critical,yes,1.0,3 - 5 years,3.0,M,own,management,45.0,stores,21.0,yes,car,SA,unknown,divorced,5.0,00601
58.0,9343.0,unknown,critical,no,3.0,> 7 years,1.0,M,own,management,55.0,stores,11.0,no,other,SA,unknown,divorced,16.0,00631
63.0,6607.0,unknown,no credit,yes,3.0,< 1 year,2.0,F,own,management,30.0,stores,20.0,no,education,CA,100 - 500 USD,divorced,6.0,00604
19.0,3930.0,1 - 200 USD,good,no,2.0,1 - 3 years,3.0,F,rent,unskilled,47.0,none,12.0,yes,furniture,CA,500 - 1000 USD,divorced,21.0,00603
41.0,816.0,< 0 USD,good,yes,2.0,> 7 years,1.0,M,other,management,52.0,stores,12.0,yes,furniture,BA,< 100 USD,divorced,15.0,00602
66.0,898.0,< 0 USD,critical,no,3.0,3 - 5 years,3.0,M,own,unskilled,62.0,bank,22.0,yes,education,AA,unknown,single,10.0,00611
71.0,1098.0,unknown,excellent,no,1.0,> 7 years,0.0,M,own,management,75.0,none,24.0,no,education,CA,100 - 500 USD,divorced,22.0,00631
34.0,8045.0,< 0 USD,no credit,no,1.0,1 - 3 years,0.0,F,own,skilled,38.0,stores,18.0,no,car,BA,100 - 500 USD,divorced,5.0,00603
57.0,7183.0,1 - 200 USD,critical,yes,1.0,unknown,3.0,F,own,skilled,32.0,none,4.0,no,furniture,CA,500 - 1000 USD,single,13.0,00611
56.0,9064.0,unknown,no credit,no,3.0,3 - 5 years,3.0,M,rent,unskilled,14.0,stores,8.0,yes,car,BA,unknown,married,13.0,00602
66.0,9652.0,>= 200 USD,bad,no,1.0,> 7 years,0.0,F,own,unskilled,37.0,stores,8.0,no,education,AA,unknown,single,7.0,00601
50.0,4841.0,>= 200 USD,no credit,yes,2.0,< 1 year,1.0,M,rent,skilled,8.0,stores,20.0,no,car,CA,>1000 USD,divorced,15.0,00603
85.0,1657.0,1 - 200 USD,good,yes,3.0,< 1 year,3.0,F,rent,skilled,49.0,stores,19.0,no,business,SA,>1000 USD,single,12.0,00603
56.0,9950.0,>= 200 USD,no credit,yes,3.0,> 7 years,1.0,M,rent,none,27.0,bank,5.0,yes,business,SA,100 - 500 USD,married,14.0,00612
59.0,7414.0,< 0 USD,critical,no,1.0,< 1 year,3.0,F,rent,skilled,22.0,none,5.0,no,business,CA,unknown,married,14.0,00610
65.0,9315.0,< 0 USD,good,no,1.0,3 - 5 years,1.0,M,rent,none,57.0,bank,9.0,no,business,AA,500 - 1000 USD,married,5.0,00603
76.0,1350.0,>= 200 USD,excellent,yes,2.0,3 - 5 years,2.0,F,own,none,27.0,stores,11.0,no,other,SA,>1000 USD,divorced,14.0,00631
37.0,9558.0,unknown,good,no,1.0,3 - 5 years,1.0,M,other,none,45.0,none,17.0,no,car,BA,500 - 1000 USD,divorced,5.0,00610
71.0,8335.0,>= 200 USD,good,yes,2.0,1 - 3 years,0.0,F,other,skilled,71.0,none,4.0,yes,furniture,AA,>1000 USD,single,9.0,00603
64.0,9934.0,unknown,good,no,1.0,1 - 3 years,0.0,F,own,none,74.0,none,15.0,no,business,AA,500 - 1000 USD,single,14.0,00705
26.0,2672.0,1 - 200 USD,bad,yes,2.0,< 1 year,3.0,F,own,unskilled,41.0,stores,5.0,yes,furniture,AA,>1000 USD,divorced,1.0,00611
21.0,9975.0,unknown,critical,no,2.0,unknown,1.0,M,own,none,65.0,bank,22.0,yes,car,CA,unknown,married,3.0,00631
69.0,167.0,< 0 USD,bad,yes,3.0,< 1 year,1.0,F,other,none,64.0,stores,3.0,no,other,AA,500 - 1000 USD,divorced,5.0,00612
78.0,6322.0,unknown,bad,no,1.0,< 1 year,1.0,F,rent,management,20.0,none,4.0,no,education,AA,unknown,divorced,6.0,00612
49.0,1823.0,>= 200 USD,bad,yes,1.0,unknown,1.0,F,other,skilled,8.0,none,15.0,yes,car,SA,>1000 USD,married,21.0,00602
63.0,9073.0,< 0 USD,critical,yes,1.0,< 1 year,0.0,F,other,none,39.0,none,7.0,yes,car,AA,unknown,divorced,13.0,00602
62.0,8210.0,< 0 USD,good,no,1.0,< 1 year,2.0,F,other,management,71.0,stores,5.0,yes,car,AA,< 100 USD,married,7.0,00601
29.0,8011.0,< 0 USD,no credit,yes,1.0,unknown,3.0,F,own,none,31.0,none,14.0,yes,business,CA,500 - 1000 USD,single,7.0,00602
57.0,5662.0,< 0 USD,critical,no,3.0,unknown,3.0,F,other,none,12.0,stores,1.0,yes,other,AA,100 - 500 USD,divorced,17.0,00705
58.0,4859.0,>= 200 USD,excellent,yes,3.0,> 7 years,2.0,F,rent,none,49.0,bank,8.0,yes,car,CA,< 100 USD,married,21.0,00631
19.0,6402.0,unknown,critical,no,1.0,1 - 3 years,0.0,F,rent,skilled,48.0,bank,8.0,no,education,BA,500 - 1000 USD,single,22.0,00605
81.0,627.0,1 - 200 USD,critical,yes,2.0,1 - 3 years,3.0,M,own,skilled,35.0,none,9.0,yes,other,SA,unknown,single,13.0,00610
32.0,1876.0,< 0 USD,critical,no,1.0,3 - 5 years,2.0,M,rent,management,26.0,none,10.0,no,furniture,BA,100 - 500 USD,divorced,1.0,00612
44.0,9152.0,unknown,bad,no,1.0,unknown,1.0,M,other,none,24.0,bank,19.0,yes,education,BA,< 100 USD,single,7.0,00705
81.0,7712.0,>= 200 USD,no credit,no,1.0,> 7 years,1.0,M,rent,unskilled,41.0,none,21.0,no,car,AA,unknown,single,1.0,00610
51.0,9356.0,1 - 200 USD,critical,yes,2.0,3 - 5 years,2.0,F,rent,skilled,61.0,stores,22.0,no,business,CA,< 100 USD,married,24.0,00601
78.0,6725.0,< 0 USD,critical,no,1.0,1 - 3 years,2.0,M,other,none,14.0,bank,21.0,yes,business,SA,>1000 USD,married,9.0,00612
46.0,3720.0,< 0 USD,excellent,yes,2.0,< 1 year,3.0,F,other,none,5.0,bank,20.0,no,education,CA,500 - 1000 USD,married,8.0,00601
27.0,3905.0,< 0 USD,bad,yes,3.0,unknown,2.0,M,own,none,55.0,none,23.0,no,other,CA,unknown,single,13.0,00705
47.0,6007.0,unknown,excellent,no,3.0,3 - 5 years,3.0,M,other,management,65.0,none,22.0,yes,business,AA,100 - 500 USD,single,21.0,00610
61.0,4126.0,>= 200 USD,excellent,no,3.0,unknown,0.0,F,other,management,32.0,stores,9.0,no,business,SA,unknown,married,20.0,00631
33.0,8021.0,1 - 200 USD,critical,no,3.0,unknown,1.0,M,other,management,74.0,none,10.0,yes,business,CA,< 100 USD,single,7.0,00705
57.0,1367.0,< 0 USD,excellent,yes,1.0,> 7 years,1.0,M,rent,management,30.0,bank,22.0,no,furniture,SA,< 100 USD,married,11.0,00610
78.0,6335.0,>= 200 USD,critical,yes,1.0,> 7 years,2.0,F,own,none,53.0,none,2.0,no,furniture,BA,unknown,single,22.0,00612
45.0,8789.0,unknown,excellent,yes,1.0,< 1 year,0.0,M,own,unskilled,16.0,none,23.0,yes,business,AA,unknown,divorced,3.0,00604
66.0,8710.0,1 - 200 USD,good,no,1.0,> 7 years,0.0,M,own,unskilled,39.0,bank,1.0,no,education,AA,unknown,single,24.0,00605
44.0,339.0,>= 200 USD,no credit,no,1.0,1 - 3 years,0.0,M,other,unskilled,1.0,bank,1.0,no,business,BA,>1000 USD,married,24.0,00602
21.0,3563.0,>= 200 USD,excellent,yes,3.0,< 1 year,3.0,F,rent,none,57.0,stores,8.0,yes,other,SA,>1000 USD,married,18.0,00612
32.0,3212.0,>= 200 USD,excellent,yes,2.0,3 - 5 years,0.0,F,own,management,29.0,none,9.0,no,education,BA,100 - 500 USD,married,1.0,00605
72.0,6315.0,< 0 USD,bad,yes,3.0,> 7 years,1.0,F,other,none,59.0,bank,21.0,yes,furniture,AA,< 100 USD,married,6.0,00605
70.0,216.0,unknown,critical,yes,3.0,< 1 year,3.0,F,own,management,27.0,none,24.0,no,car,AA,100 - 500 USD,married,14.0,00611
71.0,5807.0,1 - 200 USD,good,yes,1.0,> 7 years,3.0,M,other,unskilled,54.0,bank,15.0,yes,other,SA,unknown,married,9.0,00612
83.0,507.0,unknown,no credit,no,1.0,3 - 5 years,2.0,M,own,unskilled,68.0,stores,17.0,no,furniture,CA,unknown,married,15.0,00604
51.0,6047.0,< 0 USD,good,yes,1.0,unknown,3.0,M,rent,skilled,34.0,none,25.0,no,education,BA,500 - 1000 USD,divorced,6.0,00610
75.0,2892.0,1 - 200 USD,no credit,no,3.0,unknown,2.0,F,other,none,12.0,none,22.0,no,business,AA,< 100 USD,single,8.0,00603
20.0,3323.0,>= 200 USD,excellent,no,3.0,unknown,0.0,F,other,skilled,67.0,stores,23.0,no,education,AA,< 100 USD,divorced,12.0,00602
75.0,2647.0,>= 200 USD,critical,no,2.0,3 - 5 years,2.0,F,other,none,2.0,bank,20.0,yes,car,CA,100 - 500 USD,divorced,7.0,00602
23.0,9431.0,unknown,critical,yes,3.0,3 - 5 years,1.0,F,other,management,55.0,bank,10.0,yes,business,CA,>1000 USD,divorced,23.0,00604
34.0,2992.0,unknown,critical,no,3.0,> 7 years,2.0,F,own,none,62.0,stores,1.0,no,car,SA,100 - 500 USD,divorced,16.0,00604
56.0,8946.0,unknown,critical,yes,2.0,1 - 3 years,0.0,F,other,skilled,46.0,bank,1.0,yes,business,CA,100 - 500 USD,single,5.0,00605
20.0,816.0,< 0 USD,excellent,yes,2.0,unknown,3.0,F,own,none,14.0,stores,14.0,yes,furniture,SA,500 - 1000 USD,divorced,5.0,00603
34.0,67.0,1 - 200 USD,good,no,2.0,< 1 year,0.0,M,own,unskilled,13.0,stores,19.0,yes,car,SA,>1000 USD,divorced,18.0,00602
79.0,5717.0,< 0 USD,bad,no,1.0,> 7 years,0.0,M,other,none,4.0,bank,5.0,no,car,AA,< 100 USD,single,14.0,00603
34.0,9070.0,1 - 200 USD,critical,no,2.0,1 - 3 years,2.0,F,rent,none,64.0,none,3.0,yes,car,BA,>1000 USD,divorced,23.0,00612
62.0,4667.0,1 - 200 USD,good,no,3.0,unknown,3.0,F,other,management,66.0,none,6.0,no,car,AA,500 - 1000 USD,divorced,4.0,00612
79.0,8069.0,>= 200 USD,good,no,1.0,3 - 5 years,2.0,F,own,management,36.0,none,4.0,yes,other,SA,500 - 1000 USD,divorced,17.0,00605
78.0,2797.0,1 - 200 USD,excellent,yes,3.0,unknown,2.0,M,own,skilled,57.0,bank,22.0,no,other,AA,500 - 1000 USD,married,3.0,00601
32.0,4876.0,< 0 USD,bad,yes,3.0,> 7 years,2.0,M,own,skilled,4.0,stores,4.0,yes,education,AA,< 100 USD,divorced,13.0,00604
71.0,6670.0,unknown,critical,yes,1.0,1 - 3 years,1.0,F,other,skilled,11.0,stores,18.0,no,business,CA,unknown,married,24.0,00631
83.0,1038.0,1 - 200 USD,good,yes,1.0,< 1 year,1.0,F,own,unskilled,30.0,bank,1.0,yes,education,AA,>1000 USD,married,25.0,00631
63.0,6865.0,unknown,bad,yes,3.0,> 7 years,1.0,M,other,management,5.0,none,10.0,no,furniture,BA,unknown,divorced,1.0,00604
70.0,7214.0,1 - 200 USD,critical,yes,1.0,< 1 year,1.0,M,rent,none,52.0,stores,5.0,no,furniture,SA,500 - 1000 USD,married,9.0,00602
52.0,8665.0,unknown,excellent,no,3.0,3 - 5 years,2.0,F,rent,unskilled,43.0,bank,14.0,no,furniture,BA,unknown,divorced,20.0,00601
62.0,4355.0,unknown,no credit,yes,2.0,1 - 3 years,3.0,F,other,none,68.0,stores,24.0,no,education,AA,100 - 500 USD,divorced,4.0,00611
51.0,5160.0,< 0 USD,excellent,no,3.0,3 - 5 years,3.0,F,rent,none,27.0,bank,11.0,no,furniture,AA,< 100 USD,divorced,10.0,00610
50.0,7126.0,1 - 200 USD,bad,yes,1.0,1 - 3 years,0.0,M,other,management,49.0,bank,19.0,no,car,SA,500 - 1000 USD,divorced,1.0,00601
46.0,9928.0,unknown,good,no,2.0,unknown,0.0,F,other,none,22.0,stores,19.0,no,car,SA,500 - 1000 USD,divorced,11.0,00604
65.0,922.0,>= 200 USD,critical,yes,3.0,> 7 years,0.0,F,own,unskilled,46.0,stores,25.0,no,car,CA,unknown,divorced,16.0,00631
54.0,9952.0,< 0 USD,critical,yes,2.0,3 - 5 years,2.0,F,own,skilled,75.0,none,16.0,yes,education,BA,< 100 USD,married,5.0,00602
19.0,2074.0,1 - 200 USD,good,no,2.0,> 7 years,0.0,M,other,management,24.0,stores,16.0,no,education,CA,>1000 USD,single,13.0,00601
20.0,9514.0,>= 200 USD,bad,yes,3.0,1 - 3 years,2.0,F,rent,skilled,45.0,bank,3.0,yes,business,BA,500 - 1000 USD,married,20.0,00603
58.0,4146.0,>= 200 USD,good,yes,1.0,3 - 5 years,2.0,M,other,skilled,29.0,none,9.0,yes,car,SA,< 100 USD,divorced,19.0,00605
51.0,7210.0,< 0 USD,no credit,no,2.0,> 7 years,3.0,F,own,none,46.0,none,4.0,no,other,SA,500 - 1000 USD,married,20.0,00605
85.0,6380.0,unknown,excellent,yes,1.0,> 7 years,0.0,M,rent,skilled,66.0,none,14.0,no,business,BA,500 - 1000 USD,divorced,8.0,00610
46.0,2030.0,1 - 200 USD,critical,no,3.0,< 1 year,1.0,F,other,management,18.0,stores,17.0,no,other,SA,unknown,single,3.0,00603
68.0,1840.0,unknown,bad,yes,3.0,unknown,2.0,M,rent,management,67.0,stores,10.0,yes,other,AA,100 - 500 USD,single,7.0,00705
67.0,512.0,unknown,good,yes,1.0,> 7 years,3.0,M,rent,management,72.0,none,7.0,yes,furniture,CA,unknown,divorced,24.0,00605
53.0,982.0,1 - 200 USD,good,no,1.0,unknown,2.0,M,other,none,60.0,bank,10.0,no,education,BA,>1000 USD,married,6.0,00631
51.0,8967.0,1 - 200 USD,no credit,no,3.0,< 1 year,1.0,M,rent,management,49.0,bank,1.0,yes,other,CA,< 100 USD,divorced,8.0,00611
23.0,323.0,>= 200 USD,excellent,yes,3.0,3 - 5 years,3.0,M,rent,unskilled,1.0,none,6.0,no,other,AA,>1000 USD,married,9.0,00603
50.0,8474.0,>= 200 USD,good,yes,3.0,3 - 5 years,1.0,F,own,unskilled,38.0,stores,16.0,yes,other,AA,< 100 USD,single,10.0,00610
69.0,506.0,< 0 USD,excellent,no,3.0,3 - 5 years,2.0,F,rent,unskilled,55.0,none,2.0,yes,car,BA,< 100 USD,married,20.0,00610
66.0,7681.0,unknown,bad,yes,3.0,unknown,3.0,M,own,none,42.0,stores,17.0,yes,education,AA,500 - 1000 USD,married,20.0,00602
80.0,3995.0,1 - 200 USD,good,no,3.0,> 7 years,3.0,F,rent,unskilled,19.0,stores,2.0,yes,education,AA,>1000 USD,single,1.0,00705
75.0,4563.0,< 0 USD,excellent,yes,2.0,unknown,1.0,F,rent,none,4.0,stores,14.0,no,furniture,CA,100 - 500 USD,single,20.0,00612
66.0,7239.0,1 - 200 USD,no credit,no,3.0,> 7 years,3.0,F,own,management,2.0,bank,12.0,no,other,SA,< 100 USD,single,15.0,00605
53.0,5220.0,< 0 USD,no credit,yes,1.0,< 1 year,1.0,M,own,none,33.0,stores,23.0,yes,car,SA,< 100 USD,single,6.0,00603
36.0,2488.0,unknown,critical,no,2.0,unknown,0.0,M,own,management,30.0,none,17.0,yes,car,CA,unknown,single,2.0,00610
35.0,1010.0,>= 200 USD,excellent,yes,2.0,< 1 year,3.0,M,other,none,33.0,none,7.0,no,other,BA,500 - 1000 USD,divorced,18.0,00610
44.0,8218.0,1 - 200 USD,excellent,yes,2.0,1 - 3 years,3.0,F,own,unskilled,21.0,none,22.0,yes,other,AA,500 - 1000 USD,divorced,1.0,00631
37.0,3868.0,unknown,no credit,yes,3.0,1 - 3 years,1.0,F,rent,skilled,60.0,none,21.0,no,car,AA,< 100 USD,divorced,23.0,00705
29.0,1222.0,< 0 USD,bad,yes,1.0,3 - 5 years,0.0,F,rent,skilled,67.0,none,11.0,no,furniture,CA,500 - 1000 USD,single,18.0,00610
63.0,8989.0,unknown,good,no,2.0,1 - 3 years,2.0,F,rent,unskilled,58.0,stores,20.0,yes,business,BA,100 - 500 USD,divorced,23.0,00601
79.0,3652.0,unknown,no credit,yes,1.0,3 - 5 years,2.0,M,other,management,75.0,bank,9.0,yes,other,CA,500 - 1000 USD,married,5.0,00605
51.0,9354.0,< 0 USD,bad,no,3.0,unknown,1.0,M,own,none,42.0,none,13.0,no,car,AA,>1000 USD,divorced,15.0,00601
26.0,211.0,>= 200 USD,critical,yes,2.0,> 7 years,1.0,M,own,unskilled,27.0,none,10.0,no,other,SA,unknown,divorced,13.0,00605
40.0,562.0,>= 200 USD,critical,no,1.0,unknown,2.0,M,rent,management,19.0,bank,11.0,yes,business,AA,100 - 500 USD,married,11.0,00611
81.0,3334.0,1 - 200 USD,good,yes,3.0,< 1 year,3.0,M,other,none,2.0,none,13.0,yes,other,CA,500 - 1000 USD,divorced,25.0,00612
83.0,5041.0,< 0 USD,excellent,yes,2.0,unknown,0.0,M,other,none,46.0,none,10.0,yes,furniture,SA,>1000 USD,divorced,25.0,00605
22.0,3989.0,< 0 USD,good,no,2.0,> 7 years,3.0,M,other,none,55.0,stores,7.0,no,car,BA,>1000 USD,married,5.0,00705
23.0,9450.0,1 - 200 USD,critical,no,3.0,< 1 year,1.0,F,rent,skilled,35.0,stores,12.0,no,furniture,AA,< 100 USD,married,25.0,00605
25.0,7816.0,1 - 200 USD,no credit,no,1.0,unknown,2.0,M,other,management,18.0,stores,9.0,yes,business,SA,500 - 1000 USD,divorced,22.0,00611
49.0,8077.0,1 - 200 USD,good,yes,2.0,unknown,2.0,M,own,unskilled,5.0,none,8.0,no,business,BA,>1000 USD,married,18.0,00610
41.0,4015.0,< 0 USD,critical,no,2.0,3 - 5 years,2.0,M,own,unskilled,27.0,stores,19.0,yes,furniture,SA,100 - 500 USD,divorced,16.0,00601
20.0,2267.0,unknown,no credit,yes,3.0,3 - 5 years,0.0,M,own,skilled,5.0,none,20.0,no,furniture,AA,unknown,married,6.0,00601
53.0,1126.0,unknown,excellent,no,2.0,> 7 years,3.0,F,rent,none,42.0,none,2.0,no,other,BA,< 100 USD,married,11.0,00610
76.0,6521.0,>= 200 USD,no credit,no,2.0,< 1 year,1.0,M,other,management,30.0,stores,11.0,no,car,SA,unknown,single,10.0,00705
40.0,6492.0,< 0 USD,bad,no,1.0,unknown,0.0,F,own,none,8.0,stores,7.0,yes,furniture,SA,unknown,married,4.0,00602
51.0,1962.0,< 0 USD,excellent,yes,2.0,< 1 year,2.0,M,rent,unskilled,19.0,none,3.0,yes,other,CA,>1000 USD,married,21.0,00602
72.0,9462.0,< 0 USD,bad,yes,1.0,unknown,1.0,F,other,skilled,53.0,bank,14.0,no,car,SA,unknown,married,4.0,00611
38.0,2348.0,unknown,critical,no,1.0,3 - 5 years,3.0,F,own,skilled,13.0,stores,9.0,yes,car,CA,100 - 500 USD,single,1.0,00612
41.0,894.0,< 0 USD,good,no,2.0,unknown,1.0,F,other,none,62.0,stores,24.0,yes,furniture,CA,unknown,married,9.0,00611
51.0,8456.0,unknown,good,no,3.0,3 - 5 years,3.0,F,other,unskilled,67.0,stores,7.0,no,education,AA,500 - 1000 USD,single,3.0,00604
57.0,1883.0,>= 200 USD,bad,yes,1.0,3 - 5 years,0.0,F,other,unskilled,44.0,stores,7.0,yes,furniture,BA,>1000 USD,married,1.0,00601
34.0,8396.0,< 0 USD,critical,yes,1.0,> 7 years,3.0,M,other,management,38.0,stores,7.0,no,education,AA,100 - 500 USD,divorced,4.0,00705
54.0,7566.0,>= 200 USD,good,no,1.0,> 7 years,1.0,F,own,none,48.0,stores,23.0,yes,furniture,BA,unknown,divorced,11.0,00604
59.0,2886.0,1 - 200 USD,critical,yes,3.0,unknown,2.0,M,rent,management,18.0,none,15.0,no,furniture,BA,100 - 500 USD,divorced,20.0,00705
75.0,7058.0,>= 200 USD,no credit,yes,3.0,3 - 5 years,2.0,M,rent,none,70.0,bank,12.0,yes,furniture,SA,>1000 USD,divorced,9.0,00631
66.0,6646.0,unknown,no credit,no,1.0,3 - 5 years,0.0,F,own,management,57.0,stores,16.0,no,other,AA,>1000 USD,divorced,8.0,00612
32.0,676.0,unknown,critical,no,1.0,> 7 years,2.0,F,other,management,71.0,bank,16.0,no,other,CA,unknown,single,8.0,00604
69.0,8492.0,>= 200 USD,good,no,3.0,< 1 year,1.0,M,own,skilled,56.0,none,8.0,no,education,BA,>1000 USD,married,4.0,00612
56.0,5382.0,1 - 200 USD,excellent,no,2.0,3 - 5 years,0.0,F,own,unskilled,67.0,stores,8.0,no,business,AA,500 - 1000 USD,divorced,17.0,00611
84.0,220.0,< 0 USD,critical,no,1.0,> 7 years,3.0,M,rent,none,69.0,bank,14.0,no,education,CA,500 - 1000 USD,divorced,3.0,00612
31.0,8092.0,< 0 USD,good,yes,2.0,> 7 years,0.0,M,own,management,54.0,stores,21.0,yes,education,SA,unknown,married,11.0,00601
76.0,6286.0,1 - 200 USD,bad,yes,2.0,< 1 year,1.0,F,own,skilled,11.0,stores,18.0,no,education,SA,unknown,single,12.0,00631
22.0,6413.0,< 0 USD,no credit,no,2.0,3 - 5 years,3.0,F,own,management,29.0,stores,22.0,no,other,BA,500 - 1000 USD,divorced,4.0,00610
63.0,568.0,>= 200 USD,critical,no,3.0,> 7 years,1.0,M,rent,skilled,13.0,bank,2.0,no,education,SA,100 - 500 USD,single,9.0,00611
71.0,9088.0,>= 200 USD,bad,no,1.0,1 - 3 years,0.0,F,other,skilled,8.0,none,19.0,yes,other,CA,< 100 USD,married,19.0,00605
40.0,8587.0,< 0 USD,no credit,yes,1.0,unknown,2.0,F,other,management,44.0,none,3.0,yes,car,CA,100 - 500 USD,divorced,5.0,00612
18.0,7344.0,>= 200 USD,excellent,no,2.0,unknown,1.0,F,rent,unskilled,62.0,none,13.0,yes,business,SA,unknown,divorced,25.0,00612
60.0,7931.0,unknown,bad,yes,1.0,1 - 3 years,2.0,M,other,skilled,59.0,stores,19.0,no,car,CA,100 - 500 USD,single,5.0,00611
58.0,9963.0,>= 200 USD,excellent,yes,1.0,3 - 5 years,3.0,M,rent,skilled,69.0,none,10.0,no,furniture,AA,< 100 USD,divorced,1.0,00610
75.0,81.0,>= 200 USD,no credit,no,3.0,unknown,1.0,M,other,unskilled,61.0,stores,23.0,no,other,AA,< 100 USD,divorced,15.0,00603
75.0,1610.0,>= 200 USD,no credit,yes,2.0,3 - 5 years,1.0,M,own,skilled,48.0,bank,18.0,no,car,CA,500 - 1000 USD,divorced,23.0,00603
42.0,6023.0,< 0 USD,critical,no,1.0,unknown,1.0,M,other,unskilled,69.0,stores,24.0,yes,business,SA,>1000 USD,married,18.0,00602
49.0,7986.0,unknown,bad,yes,1.0,> 7 years,1.0,M,other,skilled,56.0,stores,22.0,yes,other,CA,unknown,divorced,12.0,00601
33.0,2024.0,unknown,no credit,no,2.0,< 1 year,2.0,M,other,none,33.0,none,25.0,no,education,AA,500 - 1000 USD,single,19.0,00611
51.0,3013.0,>= 200 USD,bad,yes,3.0,> 7 years,3.0,F,own,none,59.0,bank,25.0,yes,car,BA,< 100 USD,married,18.0,00611
63.0,3228.0,1 - 200 USD,critical,yes,3.0,unknown,1.0,F,own,unskilled,70.0,bank,11.0,yes,business,AA,>1000 USD,married,4.0,00604
61.0,4703.0,1 - 200 USD,excellent,no,2.0,3 - 5 years,2.0,M,other,none,25.0,none,10.0,yes,furniture,BA,< 100 USD,married,5.0,00705
41.0,5320.0,< 0 USD,no credit,yes,1.0,1 - 3 years,1.0,M,rent,unskilled,46.0,none,3.0,no,furniture,BA,500 - 1000 USD,single,10.0,00612
69.0,9452.0,1 - 200 USD,bad,no,2.0,< 1 year,2.0,F,other,unskilled,14.0,none,14.0,yes,other,SA,< 100 USD,married,22.0,00601
28.0,3937.0,unknown,no credit,no,2.0,unknown,0.0,M,rent,management,10.0,bank,8.0,yes,business,BA,>1000 USD,married,25.0,00604
47.0,1679.0,< 0 USD,bad,no,1.0,3 - 5 years,1.0,M,own,management,8.0,stores,18.0,yes,furniture,BA,unknown,divorced,4.0,00605
66.0,4737.0,1 - 200 USD,bad,yes,3.0,1 - 3 years,2.0,M,rent,unskilled,43.0,none,9.0,yes,education,CA,< 100 USD,single,13.0,00612
